Frage,Antwort,Kategorie
Wie hoch war der höchste Kurs des Tages?,191.27000427246094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.5500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,93122700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,179.82000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,183.64999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,175.3300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,92150800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,174.0399932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,179.3800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,172.22000122070312,Tiefstkurs
Wie hoch war das Handelsvolumen?,84213300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,173.44000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,175.1999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,169.05999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,97624500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,179.0500030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,182.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,173.36000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,104872300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,167.82000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,177.3699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,167.52000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,109794500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.9499969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,175.0500030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,156.91000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,175862700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,156.8000030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,161.6199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,155.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,140682300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,157.6699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,160.92999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,153.27999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,122334500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,150.22999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,160.99000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,150.0399932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,139032200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,149.8699951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,155.25,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,145.82000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,139390600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,137.8000030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,148.47000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,137.66000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,159563300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,137.57000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,141.25999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,135.88999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,145417400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,125.3499984741211,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,136.6300048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,122.26000213623047,Tiefstkurs
Wie hoch war das Handelsvolumen?,210090300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,123.1500015258789,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,128.6199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,121.0199966430664,Tiefstkurs
Wie hoch war das Handelsvolumen?,166989700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,109.0999984741211,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,119.66999816894531,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,108.76000213623047,Tiefstkurs
Wie hoch war das Handelsvolumen?,208643400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,112.70999908447266,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,116.2699966430664,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,108.23999786376953,Tiefstkurs
Wie hoch war das Handelsvolumen?,221070500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,121.81999969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,123.56999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,117.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,221923300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,123.18000030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,124.4800033569336,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,119.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,157777300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,108.0999984741211,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,118.80000305175781,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,104.63999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,231402800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,113.63999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,114.58999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,107.5199966430664,Tiefstkurs
Wie hoch war das Handelsvolumen?,180389000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,110.33999633789062,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,111.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,107.16000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,157986300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,113.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,114.38999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,101.80999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,220911100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,119.7699966430664,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,123.5199966430664,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,117.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,190284000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,118.8499984741211,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,122.76000213623047,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,114.91999816894531,Tiefstkurs
Wie hoch war das Handelsvolumen?,167642500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,123.22000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,125.94999694824219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,120.51000213623047,Tiefstkurs
Wie hoch war das Handelsvolumen?,183810800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,123.55999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,124.12999725341797,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,117.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,169400900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,122.4000015258789,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,122.62999725341797,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,115.5999984741211,Tiefstkurs
Wie hoch war das Handelsvolumen?,180714100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,131.49000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,131.6999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,125.0199966430664,Tiefstkurs
Wie hoch war das Handelsvolumen?,186477000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,128.77999877929688,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,136.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,127.01000213623047,Tiefstkurs
Wie hoch war das Handelsvolumen?,195680300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,127.16999816894531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,129.99000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,124.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,170291900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,133.4199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,133.50999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,127.3499984741211,Tiefstkurs
Wie hoch war das Handelsvolumen?,138858100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,143.75,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,145.3800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,134.27000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,203119200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,143.88999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,146.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,141.10000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,158699100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,144.42999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,146.41000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,138.07000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,192734300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.27000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,161.4199981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,154.75999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,234815100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,177.89999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,180.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,161.1699981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,306590600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,166.66000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,179.77000427246094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,166.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,230878800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,173.22000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,174.3000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,162.77999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,196813500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,181.41000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,183.80999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,169.92999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,213806300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,188.27000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,196.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,182.61000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,217448300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,189.97999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,199.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,183.69000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,232662000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,194.75999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,198.1699981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,189.9199981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,186188100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,196.80999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,197.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,189.5500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,186010300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.2899932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,194.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,180673600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.32000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,214.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,204.77000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,215431400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,196.88999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,206.1999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.88999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,204754100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,194.63999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,196.3000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,187.61000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,172475500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,209.25,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.82000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,189.44000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,216455700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.24000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,214.66000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,206.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,181006400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,202.0399932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,217.64999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,201.83999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,229586500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,208.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,208.44000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,213738500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,197.3699951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.7100067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.22000122070312,Tiefstkurs
Wie hoch war das Handelsvolumen?,180018600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,200.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,201.99000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,191.77999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,191828500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,202.07000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,205.13999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,196.3300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,146360000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,196.8800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,197.6699981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,142228100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.6300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.4199981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,201.25999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,161028300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,205.7100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,211.22999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,203.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,153144900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,202.77000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,207.1999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,198.52000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,156852800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,190.89999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,193.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,186.00999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,181500700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,197.7899932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,200.47999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,154193300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,193.80999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,198.60000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.3000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,128100100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,187.7100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,194.1999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,186.10000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,148125800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,182.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,151897800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,172.9199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,185.17999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,172.50999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,170023800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,173.44000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,178.2899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,168.44000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,191488900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,174.47999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,177.35000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,163.91000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,167790300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,183.25999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,183.8000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,177.13999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,143717900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,180.4499969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,182.33999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,176.02999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,145995600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,184.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,185.80999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,178.83999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,121136800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,180.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.22000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,177.3300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,133197100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,183.25,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.44000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,176.35000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,129684400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,197.5800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,198.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,188.0399932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,153391400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,191.14999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,200.66000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,190.9499969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,150376400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,192.22000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,199.30999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,188.64999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,144193900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,190.41000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,192.36000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,187.14999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,116312400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,191.80999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,197.38999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,189.94000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,120851600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,189.19000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,192.35000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,185.42999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,98654600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,193.8800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,195.2899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,189.44000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,123660000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,195.27999877929688,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,197.3300018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,194.4199981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,110252200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.4600067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,207.7899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.1999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,170222100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,194.77000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,202.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.1999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,169545900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,192.5800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,198.74000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,190.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,126463800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,185.52000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,190.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,183.75999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,133882500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,185.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.38999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,179.74000549316406,Tiefstkurs
Wie hoch war das Handelsvolumen?,123857900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,184.50999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,185.10000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,176.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,142154600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,186.7899932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,189.19000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,185.64999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,115770900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,180.5399932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,191.5800018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,150256300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,185.89999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.94000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,112933000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,185.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.27999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,182.00999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,96438700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,187.0399932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,189.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,182.69000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,116662200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,184.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,187.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,183.5800018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,92067000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,180.58999633789062,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,183.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,177.64999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,125732700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,162.99000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,169.6999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,160.55999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,210970800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,165.0800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,166.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,161.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,123539000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,162.5500030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,165.64999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,158.61000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,140006600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.6699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,163.47000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,158.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,121999300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,153.75,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,160.6699981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,153.13999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,153364100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.19000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,160.47999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,152.3699951171875,Tiefstkurs
